Profile,Stage Name,Full Name,Korean Name,Korean Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Position,Instagram
,Ari,Kim Sunyoung,김선영,아리,1994-10-23,Tahiti,South Korea,,0,0,Daegu,,,,https:/www.instagram.com/
,Sihyun,Park Sihyun,박시현,시현,1986-11-29,SPICA,South Korea,,0,0,,SPICA-S,SPICA,,https:/www.instagram.com/
,Boa,Kim Boah,김보아,보아,1987-01-14,KEEMBO,South Korea,,0,0,,,SPICA,,https:/www.instagram.com/
,Narae,Park Narae,박나래,나래,1988-02-23,SPICA,South Korea,,0,0,Incheon,SPICA-S,SPICA,,https:/www.instagram.com/
,Jiwon,Yang Jiwon,양지원,지원,1988-04-05,UNI.T,South Korea,,0,0,Seoul,SPICA-S,SPICA,,https:/www.instagram.com/
,Bohyung,Kim Bohyung,김보형,보형,1991-03-31,KEEMBO,South Korea,,0,0,,SPICA-S,SPICA,,https:/www.instagram.com/
https://dbkpop.com/idol/gayoung-stellar/,Gayoung,Kim Gayoung,김가영,가영,1991-12-02,Stellar,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
https://dbkpop.com/idol/minhee-stellar/,Minhee,Joo Minhee,주민희,민희,1993-01-03,Stellar,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
https://dbkpop.com/idol/hyoeun-stellar/,Hyeoeun,Lee Hyoeun,이효은,효은,1993-03-16,Stellar,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
https://dbkpop.com/idol/jeonyul-stellar/,Jeonyul,Jeon Yuri,전유리,전율,1994-03-20,Stellar,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
,Jiyou,Im Changsook,임창숙,지유,1989-06-15,Two X,South Korea,,0,0,,,,,https:/www.instagram.com/
,Eun,Choi Eunmi,최은미,은,1990-05-14,Two X,South Korea,,0,0,,,,,https:/www.instagram.com/
,Surin,Kim Surin,김수린,수린,1991-12-27,Two X,South Korea,,0,0,,,,,https:/www.instagram.com/
,Eunyoung,Joo Eunyoung,주은영,은영,1992-06-12,Two X,South Korea,,0,0,,,,,https:/www.instagram.com/
,Nari,Kim Nari,김나리,나리,1992-10-05,Wassup,South Korea,,0,0,,,,,https:/www.instagram.com/
,Jiae,Kim Jiae,김지애,지애,1995-10-31,Wassup,South Korea,,0,0,,,,,https:/www.instagram.com/
,Sujin,Bang Sujin,방수진,수진,1996-06-26,Wassup,South Korea,,0,0,,,,,https:/www.instagram.com/
,Woojoo,Kim Woojoo,김우주,우주,1996-08-12,Wassup,South Korea,,0,0,,,,,https:/www.instagram.com/
,Jinju,Park Jinju,박진주,진주,1990-04-28,,South Korea,,0,0,,,Wassup,,https:/www.instagram.com/
,Dain,Song Jieun,송지은,다인,1990-06-25,,South Korea,,0,0,,,Wassup,,https:/www.instagram.com/
,Nada,Yoon Yejin,윤예진,나다,1991-05-24,,South Korea,,0,0,,,Wassup,,https:/www.instagram.com/
,Jueun,Lee Jooeun,이주은,주은,1995-07-07,DIA,South Korea,,0,0,Suwon,BinChaenHyunSeuS,,,https:/www.instagram.com/
,Somyi,Ahn Somyi,안솜이,솜이,2000-01-26,DIA,South Korea,,0,0,Changwon,L.U.B,,,https:/www.instagram.com/
https://dbkpop.com/idol/daisy-momoland/,Daisy,Yoo Jeongahn,유정안,데이지,1999-01-22,,South Korea,,0,0,Seoul,,MOMOLAND,,https:/www.instagram.com/
https://dbkpop.com/idol/taeha-momoland/,Taeha,Kim Taeha,김태하,태하,1998-06-03,,South Korea,,0,0,Jeonju,,MOMOLAND,,https:/www.instagram.com/
https://dbkpop.com/idol/suyeon-weki-meki/,Suyeon,Ji Suyeon,지수연,수연,1997-04-20,Weki Meki,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/elly-weki-meki/,Elly,Jung Haerim,정해림,엘리,1998-07-20,Weki Meki,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/sei-weki-meki/,Sei,Lee Seojung,이서정,세이,2000-01-07,Weki Meki,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/lua-weki-meki/,Lua,Kim Sookyung,김수경,루아,2000-10-06,Weki Meki,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/rina-weki-meki/,Rina,Kang Soeun,강소은,리나,2001-09-27,Weki Meki,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/lucy-weki-meki/,Lucy,Noh Hyojung,노효정,루시,2002-08-31,Weki Meki,South Korea,,0,0,Goyang,,,,https:/www.instagram.com/
https://dbkpop.com/idol/kim-lip-loona/,Kim Lip,Kim Jungeun,김정은,김립,1999-02-10,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,,https:/www.instagram.com/
https://dbkpop.com/idol/jinsoul-loona/,JinSoul,Jung Jinsol,정진솔,진솔,1997-06-13,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,,https:/www.instagram.com/
https://dbkpop.com/idol/choerry-loona/,Choerry,Choi Yerim,최예림,최리,2001-06-04,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,,https:/www.instagram.com/
https://dbkpop.com/idol/bella-elris/,Bella,Choi Yuna,최윤아,벨라,1999-02-02,ELRIS,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/hyeseong-elris/,Hyeseong,Yang Hyeseon,양혜선,혜성,1999-10-15,ELRIS,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/yukyung-elris/,Yukyung,Lee Yukyung,이유경,유경,1999-11-05,ELRIS,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/sohee-elris/,Sohee,Kim Sohee,김소희,소희,1999-12-31,ELRIS,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/karin-elris/,Karin,Min Karin,민가린,가린,2002-01-05,ELRIS,South Korea,,0,0,,,,,https:/www.instagram.com/
,Rui,Watanabe Rui,와타나베 루이,루이,1994-10-08,H.U.B,Japan,,0,0,,,N-Bulance,,https:/www.instagram.com/
,Gracie,Kim Gaeun,김가운,그레이시,1996-10-28,H.U.B,South Korea,,0,0,,,,,https://www.instagram.com/i.m_gracie/
,Yuem,Park Subin,박수빈,유음,1996-12-25,H.U.B,South Korea,,0,0,,,,,https:/www.instagram.com/
,Hyosun,Lim Hyosun,임효선,효선,1998-07-10,H.U.B,South Korea,,170,54,,,Kiwi Band,,https:/www.instagram.com/
,Keina,Lee Yoona,이유나,케이나,1999-02-12,H.U.B,South Korea,,0,0,,,,,https:/www.instagram.com/
,Hyunseo,Go Hyunseo,고현서,현서,1999-06-17,,South Korea,,0,0,,,G-reyish,,https:/www.instagram.com/
,Shinyoung,Park Shinyoung,박신영,신영,2000-03-19,G-reyish,South Korea,,0,0,,,,,https:/www.instagram.com/
,Yena,Jeong Yena,정예나,예나,2000-04-10,G-reyish,South Korea,,0,0,,,,,https:/www.instagram.com/
,Yeso,Lee Yeso,이예소,예소,2001-11-13,G-reyish,South Korea,,0,0,,,,,https:/www.instagram.com/
,Haeri,Jung Haeri,정해리,해리,1997-01-14,P.O.P,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
,Ahyung,Kang Ahyoung,강아형,아형,1996-08-27,P.O.P,South Korea,,0,0,Pohang,,,,https:/www.instagram.com/
,Miso,Park Jihyun,박지현,미소,1996-09-16,P.O.P,South Korea,,0,0,Busan,,,,https:/www.instagram.com/
,Seol,Min Jihye,민지혜,설,1997-01-01,P.O.P,South Korea,,0,0,Gunsan,,,,https:/www.instagram.com/
,Yeonjoo,Song Yeonjoo,정연주,연주,1997-06-26,P.O.P,South Korea,,0,0,Ansan,,,,https:/www.instagram.com/
,Yeonha,Ahn Yeonji,안연지,연하,2000-05-19,P.O.P,South Korea,,0,0,Yeondong,,,,https:/www.instagram.com/
,Heejin,Song Heejin,송희진,희진,1995-08-19,Good Day,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
,Green,Kim Jiwon,김지원,지니,1997-07-01,RedSquare,South Korea,,0,0,Daegu,,Good Day,Vocalist,https:/www.instagram.com/
,Chaea,Kim Chaeyoung,김채영,체리,1997-07-05,RedSquare,South Korea,,0,0,Gunsan,,Good Day,"Vocalist, Main Dancer",https:/www.instagram.com/
,Chaesol,Maeng Chaesol,맹채솔,채솔,1998-07-14,Cignature,South Korea,,0,0,Yeosu,,Good Day,,https:/www.instagram.com/
,Ari,Hwang Nayoon,황나윤,아리,1999-03-30,RedSquare,South Korea,,0,0,Seoul,,Good Day,Vocalist,https:/www.instagram.com/
,Jeewon,Kim Jiwon,김지원,지원,1999-04-01,Cignature,South Korea,,0,0,Busan,,Good Day,,https:/www.instagram.com/
,Yeah,Kim Haeun,김하은,예아,1999-10-09,,South Korea,,0,0,Gongju,,"Good Day, Cignature",,https:/www.instagram.com/
,Sunn,Hwang Jiwon,황지원,선,2000-02-07,,South Korea,,0,0,Jincheon,,"Good Day, Cignature",,https:/www.instagram.com/
,Bomin,Kim Bomin,김보민,보민,2001-09-24,RedSquare,South Korea,,0,0,Gwangju,,Good Day,Dancer,https:/www.instagram.com/
,Belle,Jin Hyeonjoo,진현주,벨,2001-11-03,Cignature,South Korea,,0,0,Goyang,,Good Day,,https:/www.instagram.com/
https://dbkpop.com/idol/jiyoung-bolbbalgan4/,Jiyoung,Ahn Jiyoung,안지영,지영,1995-09-14,Bolbbalgan4,South Korea,,0,0,Yeongju,,,,https:/www.instagram.com/
https://dbkpop.com/idol/jiyoon-bolbbalgan4/,Jiyoon,Woo Jiyoon,우지윤,지윤,1996-01-06,Bolbbalgan4,South Korea,,0,0,Yeongju,,,,https:/www.instagram.com/
https://dbkpop.com/idol/dayeon-neonpunch/,Dayeon,Hwang Da Kyeon,황연경,다연,1995-11-17,XUM,South Korea,,0,0,,,NeonPunch,,https:/www.instagram.com/sunghyuk_seo/
https://dbkpop.com/idol/hajeong-neonpunch/,Hajeong,Lee Hajeong,이하정,하정,1997-09-23,,South Korea,,0,0,,,NeonPunch,,https:/www.instagram.com/sunghyuk_seo/
https://dbkpop.com/idol/baekah-neonpunch/,Baekah,Kim Sua,김수아,백아,1999-10-24,XUM,South Korea,,0,0,,,NeonPunch,,https:/www.instagram.com/sunghyuk_seo/
https://dbkpop.com/idol/arang-neonpunch/,Arang,Son Mnjung,손민정,아랑,2000-03-08,,South Korea,,0,0,,,NeonPunch,,https:/www.instagram.com/sunghyuk_seo/
https://dbkpop.com/idol/iaan-neonpunch/,Iaan,Yoo Dongju,유동주,이안,2002-03-22,XUM,South Korea,,0,0,,,NeonPunch,,https:/www.instagram.com/sunghyuk_seo/
,Eunjin,Ma Eunjin,마은진,은진,1997-05-23,Playback,South Korea,,165,49,Wonju,,,,https:/www.instagram.com/sunghyuk_seo/
https://dbkpop.com/idol/yves-loona/,Yves,Ha Sooyoung,하수영,이브,1997-05-24,LOONA,South Korea,,0,0,,Loona yyxy,,,https:/www.instagram.com/
,Haeyeon,Lee Taeyeon,이태연,해연,1994-01-11,Gate9,South Korea,,161,0,,,,,https://www.instagram.com/ha2y2on_gnine/
,Yeori,Kim Soyeon,김소연,여리,1994-05-30,Gate9,South Korea,,164,0,Seoul,,,,https://www.instagram.com/yeori_g9/
,Haru,Han Sangsook,한상숙,하루,1994-07-06,Gate9,South Korea,,160,0,Bucheon,,,,https://www.instagram.com/hanharuuu/
,Kady,Gu Dokyoung,구도경,케이디,1995-04-07,Gate9,South Korea,,168,0,Busan,,,,https://www.instagram.com/kady_g9/
,Gaga,Lee Soobin,이수빈,가가,1994-11-10,Gate9,South Korea,,164,0,,,,,https://www.instagram.com/gagag9/
,Juju,Park Juyoung,박주영,쥬쥬,1996-01-03,Gate9,South Korea,,168,0,Changwon,,,,https://www.instagram.com/baby.juju_0/
,Taera,Lee Yujin,이유진,태라,1994-04-12,Gate9,South Korea,,161,0,Incheon,,,,https://www.instagram.com/taera9nine/
,Yoon,Ji Hayoon,지하윤,윤,1997-07-08,Gate9,South Korea,,162,0,Busan,,,,https://www.instagram.com/queenyunista/
,Vivian,Park Sunghee,박성희,비비안,1998-12-08,Gate9,South Korea,,0,0,,,,,https://www.instagram.com/vivian__g9/
https://dbkpop.com/idol/chuu-loona/,Chuu,Kim Jiwoo,김지우,츄,1999-10-20,LOONA,South Korea,,0,0,Cheongju,Loona yyxy,,,https:/www.instagram.com/
https://dbkpop.com/idol/gowon-loona/,Gowon,Park Chaewon,박채원,고원,2000-11-19,LOONA,South Korea,,0,0,,Loona yyxy,,,https:/www.instagram.com/
https://dbkpop.com/idol/saerom-fromis-9/,Saerom,Lee Saerom,이새롬,새롬,1997-01-07,fromis_9,South Korea,,0,0,Gangwon,,,,https:/www.instagram.com/
https://dbkpop.com/idol/hayoung-fromis-9/,Hayoung,Song Hayoung,송하영,하영,1997-09-29,fromis_9,South Korea,,0,0,Gwangju,,,,https:/www.instagram.com/
https://dbkpop.com/idol/gyuri-fromis-9/,Gyuri,Jang Gyuri,장규리,규리,1997-12-27,fromis_9,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
https://dbkpop.com/idol/jiwon-fromis-9/,Jiwon,Park Jiwon,박지원,지원,1998-03-20,fromis_9,South Korea,,0,0,Busan,,,,https:/www.instagram.com/
https://dbkpop.com/idol/jisun-fromis-9/,Jisun,Roh Jisun,노지선,지선,1998-11-23,fromis_9,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
https://dbkpop.com/idol/seoyeon-fromis-9/,Seoyeon,Lee Seoyeon,이서연,서연,2000-01-22,fromis_9,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
https://dbkpop.com/idol/chaeyoung-fromis-9/,Chaeyoung,Lee Chaeyoung,이채영,채영,2000-05-14,fromis_9,South Korea,,0,0,Pohang,,,,https:/www.instagram.com/
https://dbkpop.com/idol/nakyung-fromis-9/,Nakyung,Lee Nakyung,이나경,나경,2000-06-01,fromis_9,South Korea,,159,42,Mungyeong,,,"Lead Vocalist, Rapper, Visual",https:/www.instagram.com/
https://dbkpop.com/idol/jiheon-fromis-9/,Jiheon,Baek Jiheon,백지헌,지헌,2003-04-17,fromis_9,South Korea,,0,0,Jeolla,,,,https:/www.instagram.com/
,Xeheun,Lee Seheun,이세흔,세흔,1999-07-11,Girlkind,South Korea,,0,162,,,,,https:/www.instagram.com/
,Medic Jin,Bae Yujin,배유진,메딕진,1996-08-25,Girlkind,South Korea,,0,167,,,,,https:/www.instagram.com/
,JK,Kim Jikang,김지강,지강,1998-03-17,Girlkind,South Korea,,0,161,,,,,https:/www.instagram.com/
,Sun J,Jeon Heesun,전희선,썬제이,2001-02-13,Girlkind,South Korea,,0,165,,,,,https:/www.instagram.com/
,Ellyn,Bang Sunhee,방선희,엘린,2002-10-19,Girlkind,South Korea,,0,170,,,,,https:/www.instagram.com/
,Haena,Lee Haena,이해나,해나,1991-06-02,Matilda,South Korea,,0,165,,,,,https:/www.instagram.com/
,Dan-a,Park Seungyeon,박승연,단아,1993-06-26,Matilda,South Korea,,0,160,,,,,https:/www.instagram.com/
,Semmi,Oh Heesun,오희선,세미,1995-10-22,Matilda,South Korea,,0,165,,,,,https:/www.instagram.com/
,Saebyeol,Han Saebyeol,한새별,새별,1996-05-23,Matilda,South Korea,,0,168,,,,,https:/www.instagram.com/
,Yua,Mikami Yua,미카미 유아,유아,1993-08-16,Honey Popcorn,Japan,,0,0,,,,,https:/www.instagram.com/
,Miko,Matsuda Miko,마츠다 미코,미코,1995-10-28,Honey Popcorn,Japan,,0,0,,,,,https:/www.instagram.com/
,Moko,Sakura Moko,사쿠라 모코,모코,1991-03-19,Honey Popcorn,Japan,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/olivia-hye-loona/,Olivia Hye,Son Hyeju,손혜주,올리비아 혜,2001-11-13,LOONA,South Korea,,0,0,,Loona yyxy,,,https:/www.instagram.com/
,Kriesha Chu,Kriesha Ziskind Teo Tiu,크리샤 지스킨드 테오 티우,크리샤 츄,1998-12-20,,Philippines,,0,0,Cebu,,,,https:/www.instagram.com/
,JOO,Jung Minjoo,정민주,주,1990-10-11,,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
https://dbkpop.com/idol/miyeon-gi-dle/,Miyeon,Jo Miyeon,조미연,미연,1997-01-31,(G)I-DLE,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/minnie-gi-dle/,Minnie,Nicha Yontararak,니차 욘타라락,민니,1997-10-23,(G)I-DLE,Thailand,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/soyeon-gi-dle/,Soyeon,Jeon Soyeon,전소연,소연,1998-08-26,(G)I-DLE,South Korea,,157,42,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/soojin-gi-dle/,Soojin,Seo Soojin,서수진,수진,1998-03-09,(G)I-DLE,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/yuqi-gi-dle/,Yuqi,Song Yuqi,송우기,우기,1999-09-23,(G)I-DLE,China,,162,48,Beijing,,,,https:/www.instagram.com/
https://dbkpop.com/idol/shuhua-gi-dle/,Shuhua,Yeh Shuhua,예슈화,슈화,2000-01-06,(G)I-DLE,Taiwan,,161,45,,,,,https:/www.instagram.com/
,NC.A,Im Soeun,임소은,앤씨아,1996-10-07,UNI.T,South Korea,,0,0,Osan,,,,https:/www.instagram.com/
,Suji,Lee Suji,이수지,수지,1998-03-20,UNI.T,South Korea,,0,0,Busan,,The Ark,,https:/www.instagram.com/
,Yoonjo,Shin Yoonjo,신윤조,윤조,1992-12-14,UNI.T,South Korea,,0,0,Seoul,,Hello Venus,,https:/www.instagram.com/
,May,Jeong Chaeyoung,정채영,메이,2001-07-27,,South Korea,,0,0,,,NeonPunch,,https:/www.instagram.com/
,Terry,Han Dasom,한다솜,테리,1998-02-02,,South Korea,,0,0,,,NeonPunch,,https:/www.instagram.com/
,Minji,Kim Minji,김민지,민지,2001-01-16,Busters,South Korea,,0,0,,,,,https:/www.instagram.com/
,Minjung,Cha Minjung,차민정,민정,2004-07-15,,South Korea,,0,0,,,Busters,,https:/www.instagram.com/
,Jisoo,Jung Jisoo,정지수,지수,2003-11-22,Busters,South Korea,,0,0,,,,,https:/www.instagram.com/
,Chaeyeon,Kim Chaeyeon,김채연,채연,2004-12-04,Busters,South Korea,,0,0,,,,,https:/www.instagram.com/
,Hyeongseo,Myeong Hyeongseo,명형서,형서,2001-06-25,Busters,South Korea,,0,0,,,,,https:/www.instagram.com/
,Eunjin,Moon Eunjin,문은진,은진,1998-11-05,Highteen,South Korea,,0,0,,,,,https:/www.instagram.com/
,Hyejoo,Park Hyunjoo,박현주,혜주,1999-01-12,Highteen,South Korea,,0,0,,,,,https:/www.instagram.com/
,Hyebin,Im Hyebin,임혜빈,혜빈,1999-11-10,Highteen,South Korea,,0,0,,,,,https:/www.instagram.com/
,Sea,Kim Sujeong,김수정,세아,1999-12-05,Highteen,South Korea,,0,0,,,,,https:/www.instagram.com/
,Miya,Miyauchi Haruka,미야우치 하루카,미야,1993-05-26,GWSN,Japan,,0,0,,,,,https:/www.instagram.com/
,Seokyoung,Kim Seokyung,김서경,서경,1999-04-16,GWSN,South Korea,,0,0,,,,,https:/www.instagram.com/
,Seoryoung,Lee Seoryung,이서령,서령,2000-01-26,GWSN,South Korea,,0,0,,,,,https:/www.instagram.com/
,Anne,Lee Seoyoung,이서영,앤,2000-10-17,GWSN,South Korea,,0,0,,,,,https:/www.instagram.com/
,Minju,Kang Minjoo,강민주,민주,2001-03-11,GWSN,South Korea,,0,0,,,,,https:/www.instagram.com/
,Soso,Wang Chingyi,왕징이,소소,2001-03-14,GWSN,Taiwan,,0,0,,,,,https:/www.instagram.com/
,Lena,Kang Rena,강레나,레나,2002-04-17,GWSN,South Korea,,0,0,,,,,https:/www.instagram.com/
,Saebom,Kim Saerok,김새록,새봄,1997-01-30,NATURE,South Korea,,0,0,,,,,https:/www.instagram.com/
,Aurora,Yang Lan,양안,오로라,1997-01-14,NATURE,China,,0,0,,,,,https:/www.instagram.com/
,Lu,Im Hayoung,임하영,루,1997-12-03,NATURE,South Korea,,0,0,,,,,https:/www.instagram.com/
,Chaebin,Choi Yoobin,최유빈,채빈,1999-07-28,NATURE,South Korea,,0,0,,,,,https:/www.instagram.com/
,Gaga,Li Jia Jia,리 지아 지아,가가,1999-09-01,,China,,0,0,,,NATURE,,https:/www.instagram.com/
,Haru,Abe Haruno,아베 하루노,하루,2000-02-21,NATURE,Japan,,0,0,,,,,https:/www.instagram.com/
,Uchae,Yu Hyejun,유혜준,유채,2002-05-07,NATURE,South Korea,,0,0,,,,,https:/www.instagram.com/
,Sunshine,Kim Minjung,김민정,선샤인,2002-06-20,NATURE,South Korea,,0,0,,,,,https:/www.instagram.com/
,Jisun,Hwang Jisun,황지선,지선,1989-10-17,S#aFLA,South Korea,,165,46,,,"Girl's Day, New F.O",,https:/www.instagram.com/
,Suhyeon,Kim Seunghyun,김승현,수현,1988-04-19,S#aFLA,South Korea,,0,0,,,1PS,,https:/www.instagram.com/
,Seulgi,Jeong Seulgi,정슬기,슬기,1990-05-12,S#aFLA,South Korea,,0,0,,,,,https:/www.instagram.com/
,Yujin,Jeong Yujin,정유진,유진,1989-10-23,S#aFLA,South Korea,,0,0,,,D-Unit,,https:/www.instagram.com/
https://dbkpop.com/idol/kwon-eunbi-izone/,Eunbi,Kwon Eunbi,권은비,은비,1995-09-27,IZ*ONE,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
https://dbkpop.com/idol/miyawaki-sakura-izone/,Sakura,Miyawaki Sakura,미야와키 사쿠라,사쿠라,1998-03-19,IZ*ONE,Japan,,0,0,Kagoshima,,,,https:/www.instagram.com/
https://dbkpop.com/idol/hyewon-izone/,Hyewon,Kang Hyewon,강혜원,혜원,1999-07-05,IZ*ONE,South Korea,,0,0,Yangsan,,,,https:/www.instagram.com/
https://dbkpop.com/idol/yena-izone/,Yena,Choi Yena,최예나,예나,1999-09-29,IZ*ONE,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
https://dbkpop.com/idol/chaeyeon-izone/,Chaeyeon,Lee Chaeyeon,이채연,채연,2000-01-11,IZ*ONE,South Korea,,0,0,Yongin,,,,https:/www.instagram.com/
https://dbkpop.com/idol/chaewon-izone/,Chaewon,Kim Chaewon,김채원,채원,2000-08-01,IZ*ONE,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
https://dbkpop.com/idol/minjoo-izone/,Minjoo,Kim Minjoo,김민주,민주,2001-02-05,IZ*ONE,South Korea,,0,0,Seoul,,,,https:/www.instagram.com/
https://dbkpop.com/idol/nako-izone/,Nako,Yabuki Nako,야부키 나코,나코,2001-06-18,IZ*ONE,Japan,,0,0,Tokyo,,,,https:/www.instagram.com/
https://dbkpop.com/idol/hitomi-izone/,Hitomi,Honda Hitomi,혼다 히토미,히토미,2001-10-06,IZ*ONE,Japan,,0,0,Toghichi,,,,https:/www.instagram.com/
https://dbkpop.com/idol/yuri-izone/,Yuri,Jo Yuri,조유리,유리,2001-10-22,IZ*ONE,South Korea,,0,0,Busan,,,,https:/www.instagram.com/
https://dbkpop.com/idol/yujin-izone/,Yujin,Ahn Yujin,안유진,유진,2003-09-01,IVE,South Korea,,0,0,Cheongju,,IZ*ONE,,https:/www.instagram.com/
https://dbkpop.com/idol/wonyoung-izone/,Wonyoung,Jang Wonyoung,장원영,원영,2004-08-31,IVE,South Korea,,0,0,Seoul,,IZ*ONE,,https:/www.instagram.com/
https://dbkpop.com/idol/haeyoon-cherry-bullet/,Haeyoon,Park Haeyoon,박해윤,해윤,1996-01-10,Cherry Bullet,South Korea,,157,43,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/yuju-cherry-bullet/,Yuju,Choi Yuju,최유주,유주,1997-03-05,Cherry Bullet,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/mirae-cherry-bullet/,Ella,Kim Kyungjoo,김경주,엘라,1998-03-26,Pixy,South Korea,,0,0,,,Cherry Bullet,,https:/www.instagram.com/
https://dbkpop.com/idol/bora-cherry-bullet/,Bora,Kim Bora,김보라,보라,1999-03-03,Cherry Bullet,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/jiwon-cherry-bullet/,Jiwon,Heo Jiwon,허지원,지원,2000-09-04,Cherry Bullet,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/kokoro-cherry-bullet/,Kokoro,Kato Kokoro,카토 코코로,코코로,2000-11-01,,Japan,,0,0,,,Cherry Bullet,,https:/www.instagram.com/
https://dbkpop.com/idol/remi-cherry-bullet/,Remi,Katsuno Rise,카츠노 리세,레미,2001-04-26,Cherry Bullet,Japan,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/chaerin-cherry-bullet/,Chaerin,Park Chaerin,박채린,채린,2002-03-13,Cherry Bullet,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/may-cherry-bullet/,May,Hirokawa Mao,히로카와 마오,메이,2004-11-16,Cherry Bullet,Japan,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/lin-lin-cherry-bullet/,Lin Lin,Huang Ziting,황자정,린린,2003-07-05,,Taiwan,,0,0,,,Cherry Bullet,,https:/www.instagram.com/
,Yerim,Jeong Yerim,정예림,예림,1997-03-10,Purplebeck,South Korea,,165,44,,,,,https:/www.instagram.com/
,Yeowool,Ha Yeowool,하여울,여울,1998-04-11,Purplebeck,South Korea,,163,46,,,,,https:/www.instagram.com/
,Layeon,Lee Jimin,이지민,라연,1998-08-13,Purplebeck,South Korea,,170,51,,,,,https:/www.instagram.com/
,Mini,,,민이,2000-06-12,Purplebeck,South Korea,,168,47,,,,,https:/www.instagram.com/
,Seyeon,Park Seyeon,박세연,세연,2001-05-06,Purplebeck,South Korea,,167,46,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/yeji-itzy/,Yeji,Hwang Yeji,황예지,예지,2000-05-26,ITZY,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/lia-itzy/,Lia,Choi Jisu,최지수,리아,2000-07-21,ITZY,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/ryujin-itzy/,Ryujin,Shin Ryujin,신류진,류진,2001-04-17,ITZY,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/chaeryeong-itzy/,Chaeryeong,Lee Chaeryeong,이채령,채령,2001-06-05,ITZY,South Korea,,0,0,,,,,https:/www.instagram.com/
https://dbkpop.com/idol/yuna-itzy/,Yuna,Shin Yuna,신유나,유나,2003-12-09,ITZY,South Korea,,0,0,,,,,https:/www.instagram.com/
,Youi,Kim Jihyeo,유아이,유아이,2000-04-24,Dreamnote,South Korea,,163,45,,,,,https:/www.instagram.com/
,Boni,Choi Euijeong,최의정,보니,1999-10-30,Dreamnote,South Korea,,160,45,,,,,https:/www.instagram.com/
,Lara,Moon Shinae,문신애,라라,2000-08-09,Dreamnote,South Korea,,161,44,,,,,https:/www.instagram.com/
,Miso,Jeon Jimin,전지민,미소,2000-10-25,Dreamnote,South Korea,,160,43,,,,,https:/www.instagram.com/
,Sumin,Park Sumin,박수민,수민,2001-09-09,Dreamnote,South Korea,,166,46,,,,,https:/www.instagram.com/
,Eunjo,Park Eunjo,박은조,은조,2002-03-07,Dreamnote,South Korea,,164,46,,,,,https:/www.instagram.com/
,Habin,Yoo Habin,유하빈,하빈,2002-03-10,,South Korea,,165,48,,,Dreamnote,,https:/www.instagram.com/
,Hanbyeol,Ahn Hanbyeol,안한별,한별,2003-10-13,,South Korea,,166,44,,,Dreamnote,,https:/www.instagram.com/
